Manchester by the Sea, 2016, Roadside Attractions, 53, 96, 998, 8.2, ['Casey Affleck', 'Kyle Chandler', 'Lucas Hedges', 'Michelle Williams'], [], After the death of his older brother Joe (Kyle Chandler), Lee Chandler (Casey Affleck) is shocked to learn that Joe has made him sole guardian of his nephew Patrick (Lucas Hedges). Taking leave of his job, Lee reluctantly returns to Manchester-by-the-Sea to care for Patrick, a spirited 15-year-old, and is forced to deal with a past that… Expand, Kenneth Lonergan, ['Drama'],  R,  137
Killer of Sheep, 2007, Milestone Film & Video, 23, 96, 47, 6.8, ['Angela Burnett', 'Charles Bracy', 'Delores Farley', 'Dorothy Stengel', 'Eugene Cherry', 'Henry G. Sanders', 'Jack Drummond', 'Kaycee Moore', 'Slim', 'Tobar Mayo'], [], Killer of Sheep examines the black Los Angeles ghetto of Watts in the mid-1970s through the eyes of Stan, a sensitive dreamer who is growing detached and numb from the psychic toll of working at a slaughterhouse. The film offers no solutions; it merely presents life -- sometimes hauntingly bleak, sometimes filled with transcendent joy and… Expand, Charles Burnett, ['Drama'],  Not Rated,  80
Nashville, 1975, Paramount Pictures, 24, 96, 18, 8.0, ['Barbara Baxley', 'David Arkin', 'Geraldine Chaplin', 'Karen Black', 'Keith Carradine', 'Ned Beatty', 'Robert DoQui', 'Ronee Blakley', 'Shelley Duvall', 'Timothy Brown'], [], Over the course of a few hectic days, numerous interrelated people prepare for a political convention as secrets and lies are surfaced and revealed., Robert Altman, ['Drama', 'Comedy', 'Music'],  R,  160
Ratatouille, 2007, Buena Vista Pictures, 37, 96, 1982, 8.6, ['Brad Garrett', 'Lou Romano', 'Patton Oswalt'], [], Despite his sensational sniffer and sophisticated palate, Remy's dreams of becoming a chef seem hopeless due to one small detail--he's a rat! Through a twist of fate, he ends up in the world-famous restaurant of his late hero, Auguste Gusteau. With a dash of culinary courage and the help of garbage boy Linguini, Remy whips up exquisite… Expand, Brad Bird, ['Fantasy', 'Comedy', 'Animation', 'Family'],  G,  111
The Grapes of Wrath, 1940, Twentieth Century Fox, 16, 96, 66, 8.5, ['Charley Grapewin', 'Dorris Bowdon', 'Eddie Quillan', 'Henry Fonda', 'Jane Darwell', 'John Carradine', 'John Qualen', 'O.Z. Whitehead', 'Russell Simpson', 'Zeffie Tilbury'], [], A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression., John Ford, ['Drama', 'History'],  Approved,  129
Children of Paradise (1945), 2012, Tricolore, 20, 96, 17, 7.7, ['Arletty', 'Jean-Louis Barrault'], [], Children of Paradise is the tale of a woman loved by four different men. Deftly entwining theater, literature, music, and design, director Marcel Carné and screenwriter Jacques Prévert resurrect the tumultuous world of nineteenth-century Paris, teeming with hucksters and aristocrats, thieves and courtesans, pimps and seers. (Janus Films), Marcel Carné, ['Drama', 'Romance'],  Not Rated,  190
Mean Streets, 1973, Warner Bros., 11, 96, 79, 7.3, ['Amy Robinson', 'Cesare Danova', 'David Proval', 'George Memmoli', 'Harvey Keitel', 'Jeannie Bell', 'Lenny Scaletta', 'Richard Romanus', 'Robert De Niro', 'Victor Argo'], [], Charlie (Harvey Keitel) is working his way up the ranks of a local mob. Teresa (Amy Robinson) is the girlfriend his family deems unsuitable because of her epilepsy. Johnny Boy (Robert De Niro) is a small-time gambler in big-time debt to loan sharks. This is a story Martin Scorsese lived, a semi-biographical tale of the first-generation sons… Expand, Martin Scorsese, ['Drama', 'Thriller', 'Crime'],  R,  112
Sansho the Bailiff, 1955, Brandon Films, 16, 96, 4, 6.3, ['Akitake Kôno', 'Eitarô Shindô', 'Kazukimi Okuni', 'Ken Mitsuda', 'Kimiko Tachibana', 'Kinuyo Tanaka', 'Kyôko Kagawa', 'Masao Shimizu', 'Yôko Kosono', 'Yoshiaki Hanayagi'], [], When an idealistic governor disobeys the reigning feudal lord, he is cast into exile, his wife and children left to fend for themselves and eventually wrenched apart by vicious slave traders. Under Kenji Mizoguchi’s dazzling direction, this classic Japanese story became one of cinema’s greatest masterpieces, a monumental, empathetic… Expand, Kenji Mizoguchi, ['Drama'],  Not Rated,  124
The Lady Eve, 1941, Paramount Pictures, 17, 96, 9, 6.7, ['Barbara Stanwyck', 'Charles Coburn', 'Eric Blore', 'Eugene Pallette', 'Henry Fonda', 'Janet Beecher', "Martha O'Driscoll", 'Melville Cooper', 'Robert Greig', 'William Demarest'], [], A trio of classy card sharks targets the socially awkward heir to brewery millions for his money, until one of them falls in love with him., Preston Sturges, ['Comedy', 'Romance'],  Passed,  94
Gravity, 2013, Warner Bros. Pictures, 49, 96, 3610, 7.8, ['George Clooney', 'Sandra Bullock'], [], Dr. Ryan Stone (Sandra Bullock) is a brilliant medical engineer on her first shuttle mission, with veteran astronaut Matt Kowalsky (George Clooney) in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The shuttle is destroyed, leaving Stone and Kowalsky completely alone - tethered to nothing… Expand, Alfonso Cuarón, ['Sci-Fi', 'Drama', 'Mystery', 'Thriller'],  PG-13,  91
Fantasia, 1940, Walt Disney Productions, 18, 96, 96, 8.3, ['Corey Burton', 'Deems Taylor', 'Hugh Douglas', 'James MacDonald', 'Julietta Novis', 'Leopold Stokowski', 'Paul J. Smith', 'Tim Matheson', 'Walt Disney'], [], A collection of animated interpretations of great works of Western classical music., Ben Sharpsteen, ['Fantasy', 'Music', 'Animation', 'Family'],  Approved,  125
Spirited Away, 2002, Walt Disney Studios, 41, 96, 1952, 8.9, ['Miyu Irino'], [], A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free herself and return her family to the outside world. [Walt Disney Studios], Hayao Miyazaki, ['Adventure', 'Fantasy', 'Animation', 'Family'],  PG,  125
Beauty and the Beast, 1991, Buena Vista Pictures, 22, 95, 331, 8.3, ["Paige O'Hara", 'Robby Benson'], [], This 'tale as old as time' follows the adventures of Belle, a bright young woman who finds herself imprisoned in a castle of a mysterious beast. With the assistance of the castle's enchanted staff, a delightful and tender romance develops between these two unlikely friends and Belle soon learns the most important lesson of all - that true… Expand, Gary Trousdale, ['Fantasy', 'Romance', 'Animation', 'Family', 'Musical'],  G,  84
